course_id,price,num_subscribers,num_reviews,num_lectures,rating,content_duration,level,subject,paid,Date
570996,20,37,7,15,0.9800000190734863,1.0,1,1,1,2015-08-04
640164,20,36,0,5,0.7900000214576721,0.5666666626930237,1,2,1,2015-10-15
745832,200,36,1,12,0.9800000190734863,1.5,2,1,1,2017-04-17
944594,200,36,2,24,0.9800000190734863,4.0,1,1,1,2016-09-21
634480,45,36,5,20,0.7900000214576721,1.5,1,2,1,2015-10-08
812370,50,36,0,42,0.10999999940395355,6.5,2,3,1,2016-04-08
23861,20,36,4,40,0.10999999940395355,1.5,2,3,1,2012-10-07
975626,40,36,4,8,0.10999999940395355,1.0,1,3,1,2016-10-04
430962,20,36,6,30,0.10999999940395355,2.0,1,3,1,2015-06-09
482334,20,35,4,26,0.10999999940395355,3.0,2,3,1,2016-09-14
1246518,30,35,4,9,0.7900000214576721,1.0,1,2,1,2017-06-12
1114164,20,35,13,11,0.7900000214576721,1.0,1,2,1,2017-02-20
231256,25,35,2,28,0.9800000190734863,4.0,3,1,1,2014-06-17
637452,30,35,4,35,0.9700000286102295,1.5,1,1,1,2015-12-04
31150,20,34,4,38,0.7900000214576721,2.0,2,2,1,2013-02-16
871682,20,34,4,9,0.9700000286102295,8.0,1,1,1,2016-06-30
574194,20,34,4,11,0.7900000214576721,2.0,3,2,1,2015-08-09
517866,20,34,0,18,0.7900000214576721,1.0,2,2,1,2015-06-02
1248172,125,34,2,21,0.46000000834465027,1.5,2,4,1,2017-06-11
479760,20,33,2,7,0.7900000214576721,1.0,2,2,1,2015-04-22
691180,50,33,4,40,0.9700000286102295,4.5,3,1,1,2016-01-22
1029062,50,33,4,26,0.9700000286102295,1.0,1,1,1,2016-12-14
473474,20,33,5,12,0.7900000214576721,0.6499999761581421,2,2,1,2015-04-20
1246168,100,33,3,41,0.7900000214576721,1.5,1,2,1,2017-06-13
468182,20,33,3,19,0.7900000214576721,3.0,1,2,1,2015-06-08
1115504,95,33,2,17,0.7900000214576721,1.5,1,2,1,2017-02-17
1161864,100,33,9,29,0.7900000214576721,1.5,1,2,1,2017-05-31
933816,40,33,5,26,0.10999999940395355,2.0,1,3,1,2016-08-26
854694,40,33,3,20,0.10999999940395355,1.5,2,3,1,2016-08-13
547190,20,32,10,5,0.7900000214576721,0.699999988079071,2,2,1,2015-07-08
685190,65,32,6,30,0.6499999761581421,4.0,2,1,1,2015-12-01
1174086,35,32,3,46,0.949999988079071,3.0,1,1,1,2017-04-19
75182,95,32,7,7,0.20000000298023224,0.5166666507720947,1,1,1,2013-08-29
158444,60,32,6,15,0.9700000286102295,1.5,1,1,1,2016-09-09
